242
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	-3.75e+10	2.30769e+10	0	-5.19231e+10	3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.26923e+11	0	4.15385e+11	0	-1.26923e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	3.75e+10	2.30769e+10	0	-5.19231e+10	-3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.75e+10	-5.19231e+10	0	-1.26923e+11	3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30769e+10	0	4.15385e+11	0	2.30769e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75e+10	-5.19231e+10	0	-1.26923e+11	-3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	-3.75e+10	2.30769e+10	0	-5.19231e+10	3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.26923e+11	0	4.15385e+11	0	-1.26923e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	3.75e+10	2.30769e+10	0	-5.19231e+10	-3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.75e+10	-5.19231e+10	0	-1.26923e+11	3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30769e+10	0	4.15385e+11	0	2.30769e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75e+10	-5.19231e+10	0	-1.26923e+11	-3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	-3.75e+10	2.30769e+10	0	-5.19231e+10	3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.26923e+11	0	4.15385e+11	0	-1.26923e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	3.75e+10	2.30769e+10	0	-5.19231e+10	-3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.75e+10	-5.19231e+10	0	-1.26923e+11	3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30769e+10	0	4.15385e+11	0	2.30769e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75e+10	-5.19231e+10	0	-1.26923e+11	-3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	-3.75e+10	2.30769e+10	0	-5.19231e+10	3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.26923e+11	0	4.15385e+11	0	-1.26923e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	3.75e+10	2.30769e+10	0	-5.19231e+10	-3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.75e+10	-5.19231e+10	0	-1.26923e+11	3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30769e+10	0	4.15385e+11	0	2.30769e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75e+10	-5.19231e+10	0	-1.26923e+11	-3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	-3.75e+10	2.30769e+10	0	-5.19231e+10	3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.26923e+11	0	4.15385e+11	0	-1.26923e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	3.75e+10	2.30769e+10	0	-5.19231e+10	-3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.75e+10	-5.19231e+10	0	-1.26923e+11	3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30769e+10	0	4.15385e+11	0	2.30769e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75e+10	-5.19231e+10	0	-1.26923e+11	-3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	-3.75e+10	2.30769e+10	0	-5.19231e+10	3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.26923e+11	0	4.15385e+11	0	-1.26923e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	3.75e+10	2.30769e+10	0	-5.19231e+10	-3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.75e+10	-5.19231e+10	0	-1.26923e+11	3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30769e+10	0	4.15385e+11	0	2.30769e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75e+10	-5.19231e+10	0	-1.26923e+11	-3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	-3.75e+10	2.30769e+10	0	-5.19231e+10	3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.26923e+11	0	4.15385e+11	0	-1.26923e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	3.75e+10	2.30769e+10	0	-5.19231e+10	-3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.75e+10	-5.19231e+10	0	-1.26923e+11	3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30769e+10	0	4.15385e+11	0	2.30769e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75e+10	-5.19231e+10	0	-1.26923e+11	-3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	-3.75e+10	1.15385e+10	2.88462e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.26923e+11	0	2.07692e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	3.75e+10	1.15385e+10	-2.88462e+09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.75e+10	-5.19231e+10	-2.88462e+09	-6.34615e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30769e+10	0	2.07692e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75e+10	-5.19231e+10	2.88462e+09	-6.34615e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15385e+10	-2.88462e+09	-5.19231e+10	3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07692e+11	0	-1.26923e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15385e+10	2.88462e+09	-5.19231e+10	-3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88462e+09	-6.34615e+10	3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07692e+11	0	2.30769e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.88462e+09	-6.34615e+10	-3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	-3.75e+10	2.30769e+10	0	-5.19231e+10	3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.26923e+11	0	4.15385e+11	0	-1.26923e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	3.75e+10	2.30769e+10	0	-5.19231e+10	-3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.75e+10	-5.19231e+10	0	-1.26923e+11	3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30769e+10	0	4.15385e+11	0	2.30769e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75e+10	-5.19231e+10	0	-1.26923e+11	-3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	-3.75e+10	2.30769e+10	0	-5.19231e+10	3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.26923e+11	0	4.15385e+11	0	-1.26923e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	3.75e+10	2.30769e+10	0	-5.19231e+10	-3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.75e+10	-5.19231e+10	0	-1.26923e+11	3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30769e+10	0	4.15385e+11	0	2.30769e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75e+10	-5.19231e+10	0	-1.26923e+11	-3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	-3.75e+10	2.30769e+10	0	-5.19231e+10	3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.26923e+11	0	4.15385e+11	0	-1.26923e+11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19231e+10	3.75e+10	2.30769e+10	0	-5.19231e+10	-3.75e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.75e+10	-5.19231e+10	0	-1.26923e+11	3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30769e+10	0	4.15385e+11	0	2.30769e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75e+10	-5.19231e+10	0	-1.26923e+11	-3.75e+10	-5.19231e+10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
